,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0.0001657255835215,0.0001633338332494,0.0001621742773903,0.0001364563059277,0.0001772065830654,0.0004008144167158,0.000175054055892,0.0001544146389855,0.0001509589722951,0.0001721198334587,0.0001731373891194,0.0001201821944978,0.000168677777481,0.0001614239999135,0.000204168694263,0.0002013438891092,0.0001782003890143,0.0001600314722061,0.0001948803886201,0.0001643239440706,0.0005331012220594,0.0001532690837012,0.000146296249983,0.0002180907776302,0.0001711603889889,0.0001834734446843,0.0001664435558531
1,0.0001609123886744,0.0001704922503153,0.0001469113331476,0.0001788056663089,0.0001619036112043,0.0001657638059404,0.0002703098880343,0.0001462217223485,0.0001489242778354,0.0001635256387922,0.0001410786386066,0.0001595255002127,0.0001798069438934,0.0001404645555496,0.0002073230279286,0.0002128535833782,0.0001877640554851,0.000161331722323,0.0001661498885896,0.0002274513336181,0.0001961715282652,0.0001490102501127,0.0001494423333697,0.0001849167503356,0.0001691378054512,0.0001698614723841,0.0001806665277481
2,0.0001716278054979,0.0001609634163114,0.0001612319997363,0.0001747679723739,0.0002390199723137,0.0001791774446275,0.0001627050554487,0.0001513045276429,0.0001511246110916,0.0001460895277447,0.0001430881946987,0.0001524271389643,0.0001832692772971,0.0001990521667056,0.000203028332901,0.0002044601946936,0.0001660138887405,0.0001615543607923,0.0002101817218144,0.0001612015834172,0.0002043501946131,0.0001403418888303,0.0001458303611331,0.0001854659164852,0.0001810837500678,0.0001832731110254,0.0001715358332951
3,0.0001622360832002,0.0001806160555733,0.0001478036114374,0.0001662797220653,0.0001971500279744,0.0001722095277786,0.0001791461110009,0.0001544326947742,0.000158635638788,0.0001485913053936,0.0001471256940629,0.0001791680001152,0.0001889821940104,0.000156395000161,0.0002000772775014,0.0001987657503975,0.0001817903054979,0.0001761340554979,0.0001894549165725,0.000156482000033,0.0001738047780142,0.0001276387228435,0.0001569511110941,0.0001901250001695,0.0001754537501864,0.0001696323610729,0.0001673003608067
4,0.0001675044160419,0.0001725007221221,0.0001587398614459,0.0001575671665615,0.0001561772779888,0.0001773925276014,0.0001691966114891,0.0001423941664165,0.0001478933328204,0.0001297109722137,0.0001380374724917,0.0001390596109178,0.0001725286387761,0.0001633633884853,0.0002032945552402,0.0001795193609025,0.0001822358888202,0.0001913394724104,0.0001825466391881,0.0001523250831604,0.0001659728887557,0.0001368833886888,0.0001458774167166,0.0001763071942859,0.0001764675832536,0.0001880030560175,0.0001950295833375
5,0.0001706873744168,0.0003233344062768,0.000162099812775,0.0002843149781457,0.0001686756687595,0.0001813246932661,0.0001497154627657,0.0001634073525819,0.000286606814399,0.000183424887116,0.0001693254070033,0.0001677571753958,0.0002098649418819,0.0001561871418646,0.0002164802201793,0.0002052552536025,0.0001914255651086,0.0001891627776357,0.0002001175861899,0.0001790430687955,0.0001465762902519,0.0001597263384943,0.0003193781280685,0.0003010563050273,0.0001843031528845,0.0001768632238395,0.0001844702098904
6,0.0001671207739663,0.0001796114044035,0.000101032189868,9.431259272877856e-05,0.0001982957810412,0.0001859345863247,0.0001630815672508,0.0001396058696543,0.0001695533734263,0.0002357630943632,0.000279094960402,9.238272044409686e-05,0.0001138626245083,0.0001054202884581,0.0001791520375102,0.0002244276111753,9.72381349558918e-05,0.0001314895373109,0.0001994913721552,0.0001325053361824,0.0001738112988678,0.000131095085403,0.0001368737758655,0.0001904639907475,0.0003356835933913,0.0001887749962792,0.0001255230795077
7,0.0001306977219763,0.0001427881005803,0.000182269995921,9.72620201505464e-05,0.0001898266530515,0.0001860205813241,0.0001060452241791,0.0001294964184106,0.0002062853272495,0.0001129111811724,0.0010405112822346,0.0002908174543841,0.0003565969518054,0.0003287124624639,0.0003454610186702,0.0002931226038161,0.0002576598790552,6.107747303681394e-05,0.0001727938257453,0.0002447630614298,0.0001492108018965,0.0002192738259471,0.0001041111046366,0.0002044172279922,3.484607437086287e-05,2.4227830058564665e-05,0.0001225882102272
8,0.0001199267192296,0.0001915095977646,6.63944354762519e-05,5.84270538637009e-05,0.0002305372395314,0.000198709953219,0.0001105362111819,0.0001769202591869,0.0002110039614352,1.0816833231550429e-05,0.0004890809395464,0.0004350184965228,0.0005068800297002,0.0004646470270266,0.0003005599361261,0.0003478865105347,0.0003949002663564,0.0001251457494099,0.0002564926409569,0.0003293205573947,0.0001696181086463,0.0003912699683803,0.0001976740716612,0.000258257886348,0.0001174380054108,2.524623106156168e-05,0.0001741490458024
9,0.0002786303310012,0.0002250846968976,0.0004436648951701,0.0002773270793546,0.0002635101701035,0.0002575813019508,0.0002822336468495,0.0004615638077008,0.0002392722193601,0.0004134188406757,0.0001552596925728,0.0004019232668938,0.0004183177612772,0.0004533307960481,0.0003126573839384,0.000336560982528,0.0003703288518328,0.0002757515654172,0.0003197037290121,0.000359611044867,5.594664736195996e-05,0.0003792149884921,0.0002838563231585,0.0003263646417055,4.874081102276649e-06,2.511027326474304e-05,0.0001862018228331
10,0.0003350288442969,0.0001947941786389,0.0002658714795815,0.000274165066103,0.0002600919328543,0.000642566773175,0.0007967020270241,0.0003760299246414,0.0002299402776612,0.0002813710871173,0.0014601956331019,0.0003663225356646,0.0003724832478724,0.000376001777491,0.0002849481669108,0.0005576645655155,0.0003427414114298,0.0003218505749348,0.0009201809027173,0.0001723824497191,0.0002557600306923,1.4788126151314777e-05,0.0002445419876258,0.001174662566228,3.583614708911372e-05,0.0009137663680526,0.0001459705665995
