,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.0001657255835215,0.0001633338332494,0.0001621742773903,0.0001364563059277,0.0001772065830654,0.0004008144167158,0.000175054055892,0.0001544146389855,0.0001509589722951,0.0001721198334587,0.0001731373891194,0.0001201821944978,0.000168677777481,0.0001614239999135,0.000204168694263,0.0002013438891092,0.0001782003890143
1,0.0001609123886744,0.0001704922503153,0.0001469113331476,0.0001788056663089,0.0001619036112043,0.0001657638059404,0.0002703098880343,0.0001462217223485,0.0001489242778354,0.0001635256387922,0.0001410786386066,0.0001595255002127,0.0001798069438934,0.0001404645555496,0.0002073230279286,0.0002128535833782,0.0001877640554851
2,0.0001716278054979,0.0001609634163114,0.0001612319997363,0.0001747679723739,0.0002390199723137,0.0001791774446275,0.0001627050554487,0.0001513045276429,0.0001511246110916,0.0001460895277447,0.0001430881946987,0.0001524271389643,0.0001832692772971,0.0001990521667056,0.000203028332901,0.0002044601946936,0.0001660138887405
3,0.0001622360832002,0.0001806160555733,0.0001478036114374,0.0001662797220653,0.0001971500279744,0.0001722095277786,0.0001791461110009,0.0001544326947742,0.000158635638788,0.0001485913053936,0.0001471256940629,0.0001791680001152,0.0001889821940104,0.000156395000161,0.0002000772775014,0.0001987657503975,0.0001817903054979
4,0.0001675044160419,0.0001725007221221,0.0001587398614459,0.0001575671665615,0.0001561772779888,0.0001773925276014,0.0001691966114891,0.0001423941664165,0.0001478933328204,0.0001297109722137,0.0001380374724917,0.0001390596109178,0.0001725286387761,0.0001633633884853,0.0002032945552402,0.0001795193609025,0.0001822358888202
5,0.0001706873744168,0.0003233344062768,0.000162099812775,0.0002843149781457,0.0001686756687595,0.0001813246932661,0.0001497154627657,0.0001634073525819,0.000286606814399,0.000183424887116,0.0001693254070033,0.0001677571753958,0.0002098649418819,0.0001561871418646,0.0002164802201793,0.0002052552536025,0.0001914255651086
6,0.0001671207739663,0.0001796114044035,0.000101032189868,9.431259272877856e-05,0.0001982957810412,0.0001859345863247,0.0001630815672508,0.0001396058696543,0.0001695533734263,0.0002357630943632,0.000279094960402,9.238272044409686e-05,0.0001138626245083,0.0001054202884581,0.0001791520375102,0.0002244276111753,9.72381349558918e-05
7,0.0001306977219763,0.0001427881005803,0.000182269995921,9.72620201505464e-05,0.0001898266530515,0.0001860205813241,0.0001060452241791,0.0001294964184106,0.0002062853272495,0.0001129111811724,0.0010405112822346,0.0002908174543841,0.0003565969518054,0.0003287124624639,0.0003454610186702,0.0002931226038161,0.0002576598790552
8,0.0001199267192296,0.0001915095977646,6.63944354762519e-05,5.84270538637009e-05,0.0002305372395314,0.000198709953219,0.0001105362111819,0.0001769202591869,0.0002110039614352,1.0816833231550429e-05,0.0004890809395464,0.0004350184965228,0.0005068800297002,0.0004646470270266,0.0003005599361261,0.0003478865105347,0.0003949002663564
9,0.0002786303310012,0.0002250846968976,0.0004436648951701,0.0002773270793546,0.0002635101701035,0.0002575813019508,0.0002822336468495,0.0004615638077008,0.0002392722193601,0.0004134188406757,0.0001552596925728,0.0004019232668938,0.0004183177612772,0.0004533307960481,0.0003126573839384,0.000336560982528,0.0003703288518328
