,house_connection
12830,65.06834186537982
12831,65.59342004603822
12832,64.90411917907757
12833,65.56635926449788
12834,65.5106177626166
12835,64.79247435597341
12836,65.30918237790165
12837,64.56600151094102
12838,65.18335969159942
12839,65.33661501511496
12840,64.83379414815431
12841,65.0578101065905
12842,64.27470352534414
12843,64.96462043616127
12844,64.91384274380378
12845,64.2420574323987
12846,65.01233878766028
12847,64.25339792069964
12848,64.64135972266135
12849,64.70737232936739
12850,64.50414377494893
12851,66.67109680783204
12852,64.69917999944532
12853,64.57118192121733
12854,64.65709304933854
12855,64.2134048123804
12856,28.760332321453994
12857,19.838272465448227
12858,20.39258359356944
12859,20.466667420103352
12860,19.764565786319807
12861,20.55079183507594
12862,19.824799979070175
12863,20.45203034528663
12864,20.436124521026894
12865,19.661747585656045
12866,20.26412582488837
12867,19.64545987364451
12868,20.323477223987947
12869,20.278425685442492
12870,19.602850972293865
12871,20.31574622739921
12872,20.307817355520424
12873,19.866649689990847
12874,20.7774099609692
12875,19.639336771630102
12876,20.264836852132273
12877,20.263903154856663
12878,74.50168682452784
12879,104.51429024396558
12880,107.35060706769836
12881,104.31300380553013
12882,107.96611214373537
12883,103.59158979072025
12884,107.8697745985523
12885,103.5026166832515
12886,107.6919231040852
12887,103.97663907113736
12888,106.89434582810549
12889,103.91832203792144
12890,106.98091073699976
12891,104.15846981889787
12892,107.8456961949136
12893,107.18892685477624
12894,104.2216152326594
12895,107.27199552090671
12896,104.57764535163767
12897,108.20377270244335
12898,103.51400219330505
12899,107.7214938578362
12900,103.43212563441217
12901,107.82860382742139
12902,104.24072146767618
12903,107.22655094733338
12904,104.20823663614092
12905,107.35463846687188
12906,104.41570271403613
12907,108.17214982954765
12908,103.94166699547937
12909,108.17776915114031
12910,107.49314516674525
12911,104.52414503669192
12912,108.2017960214845
12913,103.76489254876074
12914,108.10073363252629
12915,103.94189637828993
12916,108.13343546018802
12917,104.19459747477606
12918,107.41189539162993
12919,104.45427436041084
12920,107.48842642349614
12921,104.44055183858889
12922,108.16430276628671
12923,104.10375651751394
12924,108.2582639344741
12925,103.84630729167706
12926,108.15734553590147
12927,108.22047301261891
12928,103.94708395525602
12929,108.2860925486868
12930,103.95104008142661
12931,108.23309737327008
12932,104.50587994242449
12933,107.49299407460408
12934,104.5562512618724
12935,108.28022761627422
12936,103.97758691371993
12937,108.29214606177257
12938,103.93532824623973
12939,108.27420056329329
12940,104.82642453674275
12941,107.86766327396437
12942,104.60935626702165
12943,107.52467594915457
12944,108.19905394314557
12945,104.64323065609082
12946,107.7182068274861
12947,104.78400320803173
12948,107.72771689203206
12949,104.68186240423034
12950,108.2156814477078
12951,103.8466582750645
12952,108.16957567259246
12953,103.79718519825092
12954,108.1497279900158
12955,104.37096794331197
12956,107.22095285272391
12957,104.25512783869982
12958,107.18923770422757
12959,104.19326217666472
12960,107.84566402725314
12961,107.22350844740271
12962,104.26949463039077
12963,107.16012410749647
12964,104.12605045108207
12965,107.81457096086751
12966,103.5459420962365
12967,107.75215207380907
12968,169.94236457239
12969,166.33628412605967
12970,162.51784651819804
12971,165.89350982536908
12972,162.5814137301125
12973,164.43103804568693
12974,160.38126303353025
12975,163.02301470671438
12976,157.9216361091235
12977,161.5506361483207
12978,160.37231857780733
12979,156.8837511846983
12980,160.0204618121308
12981,155.32634726682753
12982,159.22076418744396
12983,154.6006066169306
12984,158.5597222490316
12985,154.56691198010557
12986,157.0089237655194
12987,153.7898550361927
12988,156.4723224457572
12989,153.24736199351028
12990,156.69230021539968
12991,152.25029897883906
12992,156.30056836786198
12993,151.8188050397981
12994,139.50225963890506
12995,139.36461933605125
12996,135.51361432731508
12997,139.0329622597554
12998,141.24609540227974
12999,158.53739780717567
13000,167.2316860570763
13001,187.52190693069306
13002,139.9206054513687
13003,138.9357086779266
13004,134.9139883750728
13005,138.3779433663366
13006,134.6071760046593
13007,138.10685805474665
13008,134.06921775189284
13009,137.62527862550962
13010,133.8481559697146
13011,137.38844507862552
13012,137.33908712871286
13013,133.61271741409436
13014,137.15604181712288
13015,133.39343680838672
13016,137.02796121141526
13017,133.27737973209085
13018,136.85555119394292
13019,133.12936971461852
13020,136.7910774839837
13021,133.04915492137448
13022,136.68008631333723
13023,132.99221770529994
13024,136.6556667443215
13025,133.02471578334305
13026,136.58501188118814
13027,132.82436680256262
13028,136.36118054746652
13029,136.3628884100175
13030,132.71238450786257
13031,136.2973158998253
13032,132.563847291788
13033,136.22174338963308
13034,132.40912184041935
13035,135.92666499708795
13036,132.28481991846243
13037,135.92603366336633
13038,132.2478827023879
13039,135.88648468258592
13040,132.226380780431
13041,135.7598533488643
13042,131.94506709376822
13043,135.5559514269074
13044,131.87492987769366
13045,135.42442597553872
13046,135.431004426325
13047,98.15536617122889
13048,91.22577897495631
13049,87.57080448456611
13050,91.15851234711707
13051,87.52080444496214
13052,91.1389163075131
13053,87.52337711124053
13054,91.0488395993011
13055,87.57629933838089
13056,91.26059225393128
13057,87.67177128712872
13058,91.37680914385555
13059,87.80629405940594
13060,91.50961426907398
13061,87.95411094933023
13062,91.61164292370415
13063,91.6128690157251
13064,87.94783628421666
13065,91.60972119976705
13066,87.922947291788
13067,91.51856938380897
13068,87.8384778287711
13069,91.48144909726267
13070,87.74667518928364
13071,91.33797186953989
13072,87.58260572626673
13073,91.25082005358183
13074,87.6958343808969
13075,91.33186447291787
13076,87.6919100943506
13077,91.38617548048921
13078,87.74504463133373
13079,91.43314131158996
13080,91.46354387419919
13081,87.81943278974956
13082,91.43759605824111
13083,87.82091626790914
13084,91.52586400698893
13085,87.85866656959814
13086,91.44845736750145
13087,87.71900110658126
13088,91.29716037507279
13089,87.54844432149098
13090,91.20194414676762
13091,87.56916511357018
13092,91.19064490390215
13093,87.54819528246942
13094,91.1581887198602
13095,87.4171979219569
13096,91.0893170064065
13097,91.07717326732673
13098,87.38467658707049
13099,91.09930931857893
13100,87.59588299126382
13101,91.28873548747815
13102,87.55379174839837
13103,91.16905177402447
13104,87.50794732906232
13105,91.08938006057076
13106,87.38691090972627
13107,91.05552011182293
13108,87.45746649039022
13109,91.14371875131043
13110,87.50491218870121
13111,91.08844703785671
13112,87.451201416424
13113,91.07769697146185
13114,91.15496499708793
13115,87.56070361094932
13116,91.20695187186953
13117,87.61895330926035
13118,91.32262533488641
13119,87.71329712521842
13120,91.38337315084449
13121,87.83376658823528
13122,91.48783461386138
13123,87.70827619103085
13124,91.48379528013979
13125,87.77303127548048
13126,91.40839644729178
13127,87.7044164426325
13128,91.29559737914968
13129,87.59237031566686
13130,91.20261007571344
13131,91.14698701223064
13132,87.55970888992428
13133,91.27677617938265
13134,87.72145899825277
13135,91.4133848759464
13136,87.80397757716948
13137,91.48861333721608
13138,87.84113145020383
13139,91.53719850436808
13140,87.9114813232382
13141,91.60399943622596
13142,87.93122343156669
13143,91.60360036808386
13144,87.93454601048342
13145,91.60444835876528
13146,87.89760576587071
13147,91.54172387885846
13148,91.52412434478741
13149,87.83064245777517
13150,91.45205468841003
13151,87.62638456610367
13152,91.19509091438556
13153,87.5334207920792
13154,91.1366447874199
13155,87.45624525334887
13156,91.04196336633662
13157,87.47820187536401
13158,91.18884560279557
13159,87.4853951659872
13160,91.16589767035526
13161,87.55548252766452
13162,91.24367914967966
13163,87.61072283051834
13164,91.30042533488643
13165,91.22909254513687
13166,87.4970303436226
13167,91.06089755387303
13168,171.36286335235877
13169,150.24277903319745
13170,145.2869521258008
13171,148.87846639487478
13172,145.27395713453697
13173,148.0945066977286
13174,143.59324449621434
13175,146.1720058241118
13176,141.62486126965638
13177,144.65896377402447
13178,140.5406898078043
13179,143.7155923121724
13180,81.31863599301107
13181,55.35619732090857
13182,54.98051158998253
13183,72.82240232964473
13184,65.16857542224811
13185,53.84465439720443
13186,53.50776866627839
13187,53.25088293535236
13188,52.96959720442633
13189,52.65191147350029
13190,52.395025742574255
13191,52.162940011648224
13192,51.843219801980204
13193,51.73597355853232
13194,51.54327629586488
13195,51.36337903319743
13196,51.19428177053
13197,51.04158450786255
13198,50.880487245195106
13199,50.716589982527665
13200,50.601092719860226
13201,50.47119545719278
13202,50.33489819452534
13203,50.209000931857894
13204,50.14870366919045
13205,50.047206406523
13206,49.92410914385557
13207,49.84941188118812
13208,49.71311461852068
13209,49.62161735585323
13210,49.55092009318579
13211,49.46302283051835
13212,49.3899255678509
13213,49.32362830518346
13214,49.25093104251602
13215,49.17063377984858
13216,49.118736517181134
13217,49.073639254513694
13218,48.996141991846244
13219,48.9006447291788
13220,48.88354746651135
13221,48.82285020384392
13222,48.774152941176474
13223,48.76465567850902
13224,48.699958415841586
13225,48.60926115317414
13226,48.56087471170647
13227,48.4950559114735
13228,48.41511415259172
13229,48.38797239370996
13230,48.36403063482819
13231,48.296488875946416
13232,48.27374711706465
13233,48.22100535818287
13234,48.22626359930111
13235,48.18592184041934
13236,48.13278008153757
13237,48.05763832265579
13238,48.059296563774026
13239,47.96495480489226
13240,47.930613046010485
13241,47.94827128712871
13242,47.90792952824694
13243,30.259971769365176
13244,3.797946010483401
13245,3.798004251601631
13246,3.7980624927198594
13247,3.79812073383809
13248,3.798178974956319
13249,3.7982372160745483
13250,3.798295457192778
13251,3.798353698311007
13252,3.798411939429237
13253,3.7984701805474663
13254,3.798528421665696
13255,3.798586662783925
13256,3.7986449039021544
13257,3.7987031450203843
13258,3.7987613861386134
13259,3.7988196272568433
13260,3.6469114152591726
13261,3.7983764123471166
13262,3.7975319161327894
13263,3.796687419918462
13264,3.795842923704135
13265,3.7949984274898076
13266,3.7941539312754804
13267,3.793309435061153
13268,3.7924649388468255
13269,3.791620442632498
13270,3.790775946418171
13271,3.7899314502038437
13272,3.7890869539895164
13273,3.788242457775189
13274,3.787397961560862
13275,3.7865534653465347
13276,3.7857089691322074
13277,3.7848644729178798
13278,3.7840199767035525
13279,3.7831754804892253
13280,3.782330984274898
13281,3.7814864880605707
13282,3.7806419918462435
13283,3.7797974956319162
13284,3.778952999417589
13285,3.778108503203261
13286,3.7772640069889345
13287,3.7764195107746072
13288,3.775575014560279
13289,3.774730518345952
13290,3.7738860221316246
13291,3.7730415259172974
13292,3.77219702970297
13293,3.771352533488643
13294,3.7705080372743156
13295,3.7703186371578337
13296,3.7715773442050082
13297,3.7728877693651715
13298,3.7741981945253347
13299,3.775508619685498
13300,3.7768190448456607
13301,3.778129470005824
13302,3.779439895165987
13303,3.7807503203261503
13304,3.782060745486313
13305,3.7833711706464768
13306,3.7846815958066395
13307,3.7859920209668023
13308,3.7873024461269655
13309,3.7886128712871283
13310,3.789923296447291
13311,3.7912337216074548
13312,3.7925441467676175
13313,3.7938545719277807
13314,3.795164997087944
13315,3.796475422248107
13316,3.79778584740827
13317,3.7990962725684327
13318,3.8004066977285964
13319,3.801717122888759
13320,3.8030275480489224
13321,3.804337973209085
13322,3.8056483983692484
13323,3.8069588235294116
13324,3.808269248689575
13325,3.8095796738497376
13326,3.8108900990099004
13327,3.812200524170064
13328,3.813510949330227
13329,3.661858788584741
13330,3.8126006406523003
13331,3.810154513686663
13332,3.8077083867210244
13333,3.805262259755387
13334,3.8028161327897494
13335,3.800370005824112
13336,3.797923878858474
13337,3.7954777518928364
13338,3.793031624927199
13339,3.790585497961561
13340,3.788139370995923
13341,3.7856932440302855
13342,3.7832471170646476
13343,3.78080099009901
13344,3.7783548631333717
13345,3.775908736167734
13346,3.7734626092020966
13347,3.771016482236459
13348,3.768570355270821
13349,3.7661242283051832
13350,3.7636781013395453
13351,3.7612319743739078
13352,3.7587858474082703
13353,3.7563397204426328
13354,3.753893593476995
13355,3.751447466511357
13356,3.7490013395457193
13357,3.7465552125800814
13358,3.744109085614444
13359,3.7416629586488064
13360,3.7392168316831684
13361,3.736770704717531
13362,3.734324577751893
13363,3.7318935468841006
13364,3.7313193360512527
13365,36.87202622947001
13366,65.04121712288875
13367,61.08031601630751
13368,60.97101490972627
13369,61.071313803145024
13370,60.355212696563775
13371,59.37071158998253
13372,58.44901048340128
13373,57.64450937682003
13374,56.97120827023878
13375,56.38310716365754
13376,55.95980605707629
13377,55.614904950495045
13378,55.2304038439138
13379,54.831902737332555
13380,54.43620163075131
13381,54.054500524170074
13382,53.74639941758882
13383,53.408698311007576
13384,53.096197204426325
13385,52.844096097845075
13386,52.591994991263824
13387,52.36949388468259
13388,52.16339277810134
13389,51.930491671520095
13390,51.70039056493885
13391,51.5026894583576
13392,51.32218835177636
13393,51.1264872451951
13394,50.97198613861386
13395,50.85188503203261
13396,50.672183925451364
13397,50.540082818870125
13398,50.238304740827026
13399,50.223469772859644
13400,50.1384076878276
13401,49.989345602795574
13402,49.91588351776354
13403,49.84842143273151
13404,49.70215934769948
13405,49.628697262667444
13406,49.53043517763541
13407,49.43377309260338
13408,49.37831100757135
13409,49.304448922539315
13410,49.238586837507285
13411,49.18392475247525
13412,49.10246266744321
13413,49.004600582411186
13414,48.951538497379154
13415,48.92207641234712
13416,48.87421432731509
13417,48.83515224228306
13418,48.746890157251016
13419,48.68902807221899
13420,48.61316598718696
13421,48.561703902154925
13422,48.49504181712289
13423,48.45357973209086
13424,48.44611764705883
13425,48.421055562026794
13426,48.35479347699476
13427,48.278131391962724
13428,48.23626930693069
13429,48.19960722189866
13430,48.158945136866635
13431,48.0902830518346
13432,48.05734140943507
13433,47.99261805474666
13434,48.02052463599301
13435,47.97323121723937
13436,47.91993779848573
13437,47.86984437973209
13438,47.840150960978455
13439,7.285989542224812
13440,3.7546641234711706
13441,3.7557707047175306
13442,3.75687728596389
13443,3.7579838672102506
13444,3.75909044845661
13445,3.7601970297029705
13446,3.7613036109493305
13447,3.76240619219569
13448,3.7635167734420505
13449,3.76462335468841
13450,3.76572593593477
13451,3.7668365171811296
13452,3.76794309842749
13453,3.7690496796738495
13454,3.7701522609202094
13455,3.7712628421665695
13456,3.7723694234129295
13457,3.773476004659289
13458,3.7745825859056494
13459,3.775689167152009
13460,3.776795748398369
13461,3.7779023296447285
13462,3.779008910891089
13463,3.7801154921374485
13464,3.7812220733838084
13465,3.782328654630169
13466,3.6320682003494467
13467,3.783106173558532
13468,3.7817375072801394
13469,3.780368841001747
13470,3.7790001747233544
13471,3.7776315084449616
13472,3.7762628421665694
13473,3.7748941758881767
13474,3.7735255096097844
13475,3.7721568433313917
13476,3.770788177052999
13477,3.7694195107746067
13478,3.768050844496214
13479,3.7666821782178217
13480,3.765313511939429
13481,3.7639448456610363
13482,3.762576179382644
13483,3.7612075131042513
13484,3.759838846825859
13485,3.7584701805474663
13486,3.7571015142690736
13487,3.7557328479906813
13488,3.7543641817122886
13489,3.7529955154338963
13490,3.7516268491555036
13491,3.750258182877111
13492,3.7488895165987186
13493,3.747520850320326
13494,3.7461521840419336
13495,3.744783517763541
13496,3.743414851485148
13497,3.742046185206756
13498,3.740677518928363
13499,3.739304852649971
13500,3.737940186371578
13501,3.7368424111822947
13502,3.7364305765870705
13503,3.7360520093185787
13504,3.7356734420500874
13505,3.7352948747815957
13506,3.7349163075131044
13507,3.7345377402446127
13508,3.734159172976121
13509,3.7337806057076297
13510,3.733402038439138
13511,3.7330234711706463
13512,3.732644903902155
13513,3.7322663366336633
13514,3.7318877693651715
13515,3.73150520209668
13516,3.7311306348281885
13517,3.7307520675596972
13518,3.7303735002912055
13519,3.729994933022714
13520,3.7296163657542225
13521,3.729237798485731
13522,3.728859231217239
13523,3.7284806639487478
13524,3.728102096680256
13525,3.7277235294117643
13526,3.727344962143273
13527,3.7269663948747813
13528,3.7265878276062896
13529,4.329021260337798
13530,20.224326693069308
13531,23.711852125800814
13532,23.926673558532325
13533,23.91629499126383
13534,24.235516423995342
13535,23.973470739662204
13536,24.12420762958649
13537,24.184193884682585
13538,24.351780139778683
13539,24.18456639487478
13540,24.29855264997088
13541,24.104538905066978
13542,125.59852516016308
13543,129.9441114152592
13544,132.31969767035528
13545,135.89688392545136
13546,136.85167018054747
13547,222.69370043564356
13548,202.16094269073966
13549,205.72532894583574
13550,209.75011520093187
13551,215.51330145602796
13552,222.72528771112408
13553,213.63287396622013
13554,64.51470022131625
13555,155.01864647641233
13556,214.52163273150848
13557,213.89601898660453
13558,213.65240524170065
13559,212.95239149679674
13560,212.57197775189286
13561,212.25556400698895
13562,212.04595026208503
13563,211.70833651718112
13564,211.34872277227726
13565,211.17310902737333
13566,211.06869528246946
13567,1361.0458815375655
13568,3078.772267792662
13569,3075.055853581829
13570,1743.524877227723
13571,217.05977227722772
13572,216.68306732673267
13573,216.26916237623763
13574,216.03365742574258
13575,216.28015247524752
13576,216.4626475247525
13577,215.94834257425745
13578,215.45123762376238
13579,213.04373267326733
13580,208.71302772277227
13581,208.66752277227724
13582,208.4232178217822
13583,208.3081128712871
13584,208.22300792079207
13585,208.05030297029705
13586,207.817198019802
13587,207.70329306930694
13588,207.5673881188119
13589,207.5606831683168
13590,207.3003782178218
13591,207.37247326732674
13592,207.4957683168317
13593,207.3434633663366
13594,207.14235841584158
13595,207.12205346534654
13596,207.1957485148515
13597,207.07984356435642
13598,207.08273861386135
13599,206.88963366336634
13600,206.9661287128713
13601,207.00382376237624
13602,206.8827188118812
13603,181.46681386138616
13604,81.56015156668609
13605,86.76202632498544
13606,81.48117577169482
13607,77.75592521840419
13608,77.15787466511357
13609,76.00142411182294
13610,77.08017355853232
13611,75.9233230052417
13612,76.87767245195107
13613,76.19522189866046
13614,76.51437134536982
13615,76.4903207920792
13616,155.4442702387886
13617,170.20141968549797
13618,174.08616913220732
13619,177.44691857891675
13620,178.2888680256261
13621,148.66996947233548
13622,140.04026691904485
13623,145.07301636575423
13624,150.0425658124636
13625,158.53801125917298
13626,164.96287270588238
13627,167.6732101525917
13628,45.05818359930111
13629,126.42741704601049
13630,162.73225049271986
13631,162.65659993942924
13632,162.6801333861386
13633,162.73128683284799
13634,162.66045627955737
13635,162.54959372626675
13636,162.56554317297613
13637,162.4910926196855
13638,162.65778697262667
13639,162.68577547815957
13640,162.7955930669773
13641,162.75181065579497
13642,162.76562824461269
13643,162.80584983343041
13644,162.76327542224809
13645,162.64427301106582
13646,162.7212985998835
13647,162.58672818870122
13648,162.7525377775189
13649,162.74156336633663
13650,162.76216495515433
13651,162.77959054397203
13652,162.93300413278976
13653,54.38642572160746
13654,36.32743131042516
13655,33.362864899242865
13656,25.82188248806057
13657,25.32450407687828
13658,25.14470966569598
13659,25.08133125451369
13660,25.00394884333139
13661,24.9929704321491
13662,24.964764020966804
13663,24.96820160978451
13664,24.995623198602217
13665,89.35702478741992
13666,123.26245837623763
13667,125.99586796505533
13668,129.45807355387305
13669,129.67870314269075
13670,135.01571273150844
13671,137.64873432032616
13672,139.95535693418753
13673,144.24657990448458
13674,149.32586120908562
13675,159.11353051368667
13676,164.71881581828768
13677,79.58018112288876
13678,65.5035904274898
13679,162.88226373209085
13680,162.6979210366919
13681,162.65001834129293
13682,162.657707645894
13683,162.61139695049505
13684,162.6842622550961
13685,162.39596355969715
13686,162.53244486429818
13687,162.43131816889922
13688,162.44660747350028
13689,162.43348877810135
13690,622.1699620827025
13691,3030.6636433873036
13692,3023.6409206919047
13693,3021.994201996505
13694,3023.327483301107
13695,3023.0367726057075
13696,3023.0580419103085
13697,3020.7433352149096
13698,3022.932612519511
13699,3027.8698898241123
13700,3027.467167128713
13701,3027.9324564333137
13702,3029.0497337379147
13703,3030.5270150425163
13704,3031.7123043471165
13705,3030.3815776517185
13706,3029.614862956319
13707,3028.2238978846826
13708,3028.2122414467094
13709,3027.5565286523006
13710,3027.4608278578917
13711,3027.133119063483
13712,3026.2214102690737
13713,3025.977693474665
13714,3020.113984680256
13715,3017.8622718858473
13716,3019.2185470914387
13717,3019.0748542970296
13718,3020.275137502621
13719,3019.203440708212
13720,3022.947723913803
13721,3027.9600031193945
13722,3027.8563063249853
13723,3021.3525855305766
13724,3024.3728847361676
13725,3024.977151941759
13726,3028.53744714735
13727,3027.153746352941
13728,3027.402009558532
13729,3025.4143287641236
13730,3026.1946079697145
13731,3026.9268951753056
13732,3027.287190380897
13733,3086.461981586488
13734,3084.5255207920795
13735,3085.0350119976706
13736,3085.8149032032616
13737,3085.6823944088524
13738,3084.9150856144443
13739,3086.2085768200354
13740,3084.8040680256263
13741,3084.2433843680838
13742,3084.348850087362
13743,3084.10090832848
13744,3082.2117665695987
13745,3082.265024810716
13746,3082.0902830518344
13747,3082.949141292953
13748,3085.7915995340713
13749,3091.1824577751895
13750,3075.740916016308
13751,3059.2693742574256
13752,3058.6418324985443
13753,3058.594690739663
13754,3058.009948980781
13755,3056.3872072218987
13756,3056.136865463017
13757,3056.5589237041354
13758,3056.640581945254
13759,3058.0154401863715
13760,3057.35149842749
13761,3057.6763566686077
13762,3057.502814909726
13763,3056.022873150845
13764,3055.590531391963
13765,3055.8449896330812
13766,3055.561847874199
13767,3054.6951061153172
13768,3054.5103643564357
13769,3055.341622597554
13770,3053.837680838673
13771,3053.398139079791
13772,2871.5805973209085
13773,82.27585556202679
13774,82.48111380314502
13775,75.67557204426325
13776,71.48873826441468
13777,71.07246569598135
13778,70.87539312754805
13779,70.76552055911473
13780,70.65044799068143
13781,70.5881754222481
13782,70.5855028538148
13783,70.07603028538148
13784,70.03695771694817
13785,50.246773148514855
13786,50.01130458008154
13787,49.98981601164823
13788,49.86604744321491
13789,49.818974874781595
13790,49.82589830634829
13791,49.73436573791497
13792,49.69299316948165
13793,49.65797260104834
13794,49.62132403261503
13795,49.613263464181706
13796,49.576146895748394
13797,49.54727832731509
13798,49.565821758881775
13799,49.50337719044846
13800,49.46359262201514
13801,49.461276053581834
13802,49.432115485148515
13803,49.3825709167152
13804,49.37102234828188
13805,49.34759377984857
13806,49.29908921141526
13807,49.229580642981944
13808,49.18858007454864
13809,49.154175506115315
13810,48.97531669190449
13811,49.13835781945254
13812,18.958632785090273
13813,4.756979750728014
13814,4.753534716365754
13815,4.7495296820034945
13816,4.745464647641235
13817,4.742239613278976
13818,4.738806578916716
13819,4.735181544554456
13820,4.731268510192195
13821,4.727223475829936
13822,4.723314441467676
13823,4.7192174071054165
13824,4.714880372743156
13825,4.710351338380898
13826,4.706578304018637
13827,4.702649269656377
13828,4.698648235294118
13829,4.694667200931858
13830,4.690998166569599
13831,4.686733132207339
13832,4.682152097845079
13833,4.678235063482819
13834,4.674566029120559
13835,4.670828994758299
13836,4.66801196039604
13837,4.663998926033781
13838,4.65996189167152
13839,4.65613685730926
13840,4.6525158229470005
13841,4.6485747885847415
13842,4.6452937542224815
13843,4.641200719860222
13844,4.636530772277228
13845,4.635872000000001
13846,4.636212
13847,4.63626
13848,4.636196000000001
13849,4.636472
13850,4.6371080000000005
13851,4.6375280000000005
13852,4.637676000000001
13853,4.637948000000001
13854,4.637684
13855,4.6378200000000005
13856,4.6377880000000005
13857,4.637952000000001
13858,4.638028
13859,4.637624000000001
13860,4.638528000000001
13861,4.638224000000001
13862,4.6385760000000005
13863,4.638012000000001
13864,4.638092000000001
13865,4.6373120000000005
13866,4.637588000000001
13867,4.636788
13868,4.6352
13869,4.635408000000001
13870,4.635548000000001
13871,4.635660000000001
13872,4.636044000000001
13873,4.635860000000001
13874,4.635192000000001
13875,4.635072000000001
13876,4.6349480000000005
13877,4.635328
13878,4.482832000000001
13879,4.63468206406523
13880,4.633130192195691
13881,4.63208632032615
13882,4.630202448456611
13883,4.62867857658707
13884,4.142394704717531
13885,3.800110832847991
13886,3.798446960978451
13887,3.796787089108911
13888,3.795131217239371
13889,3.7934593453698313
13890,3.791811473500291
13891,3.7901516016307513
13892,3.7884877297612114
13893,3.7868318578916713
13894,3.7851679860221314
13895,3.783512114152592
13896,3.7818522422830516
13897,3.7801843704135116
13898,3.7785324985439717
13899,3.776872626674432
13900,3.775208754804892
13901,3.773552882935352
13902,3.7718930110658118
13903,3.770233139196272
13904,3.768569267326732
13905,3.7669093954571924
13906,3.765249523587652
13907,3.7635896517181124
13908,3.7619297798485722
13909,3.7602739079790326
13910,3.758610036109493
13911,3.7569541642399527
13912,3.7552942923704133
13913,3.7542173907979026
13914,3.7550822947000575
13915,3.7561015142690737
13916,3.757120733838089
13917,3.7581399534071043
13918,3.7591591729761205
13919,3.760178392545136
13920,3.761197612114152
13921,3.7622168316831677
13922,3.763236051252184
13923,3.764255270821199
13924,3.7652744903902153
13925,3.7662937099592306
13926,3.7673129295282464
13927,3.768332149097262
13928,3.769351368666278
13929,3.7703705882352936
13930,3.7713898078043093
13931,3.7724090273733246
13932,3.773428246942341
13933,82.44646746651135
13934,63.464366686080375
13935,61.52338590564939
13936,61.480405125218404
13937,61.54902434478742
13938,60.88484356435643
13939,60.03506278392545
13940,58.90528200349447
13941,57.94150122306349
13942,57.23212044263249
13943,56.69593966220152
13944,56.209358881770534
13945,55.84597810133954
13946,55.43459732090856
13947,54.8996499009901
13948,54.609716365754224
13949,54.272189982527664
13950,53.9102635993011
13951,53.56673721607455
13952,53.30241083284799
13953,53.02688444962143
13954,52.709758066394876
13955,52.450631683168325
13956,52.21150529994176
13957,52.0359789167152
13958,51.79125253348864
13959,51.58332615026208
13960,51.413399767035536
13961,51.23107338380897
13962,51.08794700058241
13963,50.92682061735585
13964,50.75969423412929
13965,50.64136785090273
13966,50.51584146767618
13967,50.37151508444962
13968,50.24918870122306
13969,50.18926231799651
13970,50.084535934769946
13971,49.963009551543394
13972,49.88628316831683
13973,49.757156785090274
13974,49.659630401863716
13975,49.58650401863716
13976,49.5001776354106
13977,49.43025125218404
13978,49.35512486895748
13979,49.29159848573093
13980,49.201672102504375
13981,49.15854571927782
13982,49.104247291788006
13983,49.039579149679675
13984,48.93291100757135
13985,48.920642865463016
13986,48.85157472335469
13987,48.80730658124636
13988,48.80063843913803
13989,48.7423702970297
13990,48.63850215492138
13991,48.601434012813044
13992,48.52436587070471
13993,48.457697728596386
13994,48.42342958648806
13995,48.40276144437973
13996,48.3376933022714
13997,48.31022516016307
13998,48.25875701805475
13999,48.265688875946424
14000,48.22662073383809
14001,48.18115259172976
14002,48.10048444962143
14003,48.0970163075131
14004,48.01354816540477
14005,47.97968002329645
14006,47.99141188118812
14007,47.95154373907979
14008,33.83886759697146
14009,3.844507454863134
14010,3.8454393127548046
14011,3.8463711706464765
14012,3.847303028538148
14013,3.8482348864298195
14014,3.8491667443214914
14015,3.850098602213163
14016,3.696609516598719
14017,3.8498376820034945
14018,3.848905824111823
14019,3.847973966220152
14020,3.84704210832848
14021,3.8461102504368085
14022,3.845178392545137
14023,3.844246534653466
14024,3.843314676761794
14025,3.8423828188701226
14026,3.841450960978451
14027,3.840519103086779
14028,3.8395872451951076
14029,3.8386553873034357
14030,3.8377235294117646
14031,3.836791671520093
14032,3.8358598136284217
14033,3.8349279557367506
14034,3.8339960978450787
14035,3.833064239953407
14036,3.8321323820617357
14037,3.831200524170064
14038,3.8302686662783922
14039,3.829336808386721
14040,3.8284049504950493
14041,3.8274730926033778
14042,3.8265412347117063
14043,3.8256093768200348
14044,3.8246775189283637
14045,3.823745661036692
14046,3.8228138031450203
14047,3.821881945253349
14048,3.820950087361677
14049,3.820018229470006
14050,3.8191398602213162
14051,3.819109668025626
14052,3.8193717530576583
14053,3.8196338380896915
14054,3.8198959231217238
14055,3.8201580081537565
14056,3.820420093185789
14057,3.820682178217821
14058,3.8209442632498543
14059,3.821206348281887
14060,3.8214684333139193
14061,3.821730518345952
14062,3.8219926033779847
14063,3.822254688410017
14064,3.82251677344205
14065,3.8227788584740825
14066,3.8230409435061152
14067,3.8233030285381475
14068,3.8235651135701807
14069,3.823827198602213
14070,3.8240892836342457
14071,3.8243513686662785
14072,3.8246134536983107
14073,3.8248755387303435
14074,3.8251376237623758
14075,3.825399708794409
14076,3.8256617938264412
14077,3.825923878858474
14078,3.8261859638905067
14079,3.8264480489225394
14080,3.8267101339545717
14081,3.826972218986605
