TIMESTAMP,POWER
2/1/2018 2:00,0.839656567
2/1/2018 3:00,0.807896976
2/1/2018 4:00,0.766913737
2/1/2018 5:00,0.773982563
2/1/2018 6:00,0.776313344
2/1/2018 7:00,0.776437357
2/1/2018 8:00,0.755948211
2/1/2018 9:00,0.750704919
2/1/2018 10:00,0.769111347
2/1/2018 11:00,0.781912172
2/1/2018 12:00,0.792573848
2/1/2018 13:00,0.813145302
2/1/2018 14:00,0.814929432
2/1/2018 15:00,0.823647136
2/1/2018 16:00,0.886562236
2/1/2018 17:00,0.802475203
2/1/2018 18:00,0.64409823
2/1/2018 19:00,0.495983285
2/1/2018 20:00,0.507712014
2/1/2018 21:00,0.538097564
2/1/2018 22:00,0.564019539
2/1/2018 23:00,0.583687724
2/2/2018 0:00,0.585037077
2/2/2018 1:00,0.529165062
2/2/2018 2:00,0.478557435
2/2/2018 3:00,0.377318743
2/2/2018 4:00,0.393690714
2/2/2018 5:00,0.457234637
2/2/2018 6:00,0.577820692
2/2/2018 7:00,0.631683059
2/2/2018 8:00,0.653899417
2/2/2018 9:00,0.785392122
2/2/2018 10:00,0.690549231
2/2/2018 11:00,0.635867882
2/2/2018 12:00,0.587796954
2/2/2018 13:00,0.558483333
2/2/2018 14:00,0.45404202
2/2/2018 15:00,0.414025143
2/2/2018 16:00,0.38907486
2/2/2018 17:00,0.34041045
2/2/2018 18:00,0.339252462
2/2/2018 19:00,0.356486528
2/2/2018 20:00,0.27623955
2/2/2018 21:00,0.244125889
2/2/2018 22:00,0.226812109
2/2/2018 23:00,0.20889586
2/3/2018 0:00,0.15867772
2/3/2018 1:00,0.114028041
2/3/2018 2:00,0.111344795
2/3/2018 3:00,0.040533279
2/3/2018 4:00,0.158623628
2/3/2018 5:00,0.172171591
2/3/2018 6:00,0.136218181
2/3/2018 7:00,0.15642795
2/3/2018 8:00,0.131465071
2/3/2018 9:00,0.204051421
2/3/2018 10:00,0.203048576
2/3/2018 11:00,0.254188935
2/3/2018 12:00,0.241192435
2/3/2018 13:00,0.239893432
2/3/2018 14:00,0.259221432
2/3/2018 15:00,0.257277322
2/3/2018 16:00,0.178194614
2/3/2018 17:00,0.228160482
2/3/2018 18:00,0.344347136
2/3/2018 19:00,0.350421154
2/3/2018 20:00,0.426296468
2/3/2018 21:00,0.497228418
2/3/2018 22:00,0.597229973
2/3/2018 23:00,0.599876783
2/4/2018 0:00,0.557305761
2/4/2018 1:00,0.575866811
2/4/2018 2:00,0.606361149
2/4/2018 3:00,0.58653168
2/4/2018 4:00,0.570483926
2/4/2018 5:00,0.534244407
2/4/2018 6:00,0.576912546
2/4/2018 7:00,0.587816198
2/4/2018 8:00,0.596203833
2/4/2018 9:00,0.597273963
2/4/2018 10:00,0.588886074
2/4/2018 11:00,0.566114888
2/4/2018 12:00,0.505456888
2/4/2018 13:00,0.468857329
2/4/2018 14:00,0.463152209
2/4/2018 15:00,0.449568081
2/4/2018 16:00,0.403609792
2/4/2018 17:00,0.432469892
2/4/2018 18:00,0.39637397
2/4/2018 19:00,0.350678425
2/4/2018 20:00,0.31645973
2/4/2018 21:00,0.275859531
2/4/2018 22:00,0.257461391
2/4/2018 23:00,0.260488523
2/5/2018 0:00,0.272929068
2/5/2018 1:00,0.162422068
2/5/2018 2:00,0.140286472
2/5/2018 3:00,0.16406045
2/5/2018 4:00,0.147910574
2/5/2018 5:00,0.142567962
2/5/2018 6:00,0.132120373
2/5/2018 7:00,0.154289292
2/5/2018 8:00,0.170302781
2/5/2018 9:00,0.186029229
2/5/2018 10:00,0.143413522
2/5/2018 11:00,0.114306774
2/5/2018 12:00,0.067320132
2/5/2018 13:00,0.050334406
2/5/2018 14:00,0.057577981
2/5/2018 15:00,0.055290381
2/5/2018 16:00,0.034662167
2/5/2018 17:00,0.02867366
2/5/2018 18:00,0.061807754
2/5/2018 19:00,0.077337416
2/5/2018 20:00,0.105853301
2/5/2018 21:00,0.08330235
2/5/2018 22:00,0.075995675
2/5/2018 23:00,0.080420042
2/6/2018 0:00,0.061734301
2/6/2018 1:00,0.078332517
2/6/2018 2:00,0.089162457
2/6/2018 3:00,0.038152722
2/6/2018 4:00,0.083830918
2/6/2018 5:00,0.083055101
2/6/2018 6:00,0.081979491
2/6/2018 7:00,0.126670386
2/6/2018 8:00,0.135093833
2/6/2018 9:00,0.144042606
2/6/2018 10:00,0.128421304
2/6/2018 11:00,0.178380314
2/6/2018 12:00,0.230173784
2/6/2018 13:00,0.257871522
2/6/2018 14:00,0.302724996
2/6/2018 15:00,0.381743502
2/6/2018 16:00,0.48217194
2/6/2018 17:00,0.326502585
2/6/2018 18:00,0.228441261
2/6/2018 19:00,0.089706674
2/6/2018 20:00,0.070061117
2/6/2018 21:00,0.125720254
2/6/2018 22:00,0.148185387
2/6/2018 23:00,0.211159085
2/7/2018 0:00,0.401213776
2/7/2018 1:00,0.279679644
2/7/2018 2:00,0.104302298
2/7/2018 3:00,0.188386468
2/7/2018 4:00,0.188461642
2/7/2018 5:00,0.227687656
2/7/2018 6:00,0.309484558
2/7/2018 7:00,0.354678483
2/7/2018 8:00,0.384105191
2/7/2018 9:00,0.364597697
2/7/2018 10:00,0.396097593
2/7/2018 11:00,0.400597514
2/7/2018 12:00,0.375212301
2/7/2018 13:00,0.469258658
2/7/2018 14:00,0.43554233
2/7/2018 15:00,0.31744229
2/7/2018 16:00,0.290314865
2/7/2018 17:00,0.360314259
2/7/2018 18:00,0.342264761
2/7/2018 19:00,0.366037565
2/7/2018 20:00,0.397949596
2/7/2018 21:00,0.469434691
2/7/2018 22:00,0.367162434
2/7/2018 23:00,0.425409125
2/8/2018 0:00,0.484417868
2/8/2018 1:00,0.573068808
2/8/2018 2:00,0.687669134
2/8/2018 3:00,0.706428246
2/8/2018 4:00,0.712948983
2/8/2018 5:00,0.734521198
2/8/2018 6:00,0.727218836
2/8/2018 7:00,0.711907745
2/8/2018 8:00,0.705831062
2/8/2018 9:00,0.682295947
2/8/2018 10:00,0.699088574
2/8/2018 11:00,0.694449608
2/8/2018 12:00,0.702043495
2/8/2018 13:00,0.749096572
2/8/2018 14:00,0.75489418
2/8/2018 15:00,0.777909696
2/8/2018 16:00,0.734025902
2/8/2018 17:00,0.767314626
2/8/2018 18:00,0.783478821
2/8/2018 19:00,0.79969018
2/8/2018 20:00,0.770851025
2/8/2018 21:00,0.761465907
2/8/2018 22:00,0.768257215
2/8/2018 23:00,0.849951063
2/9/2018 0:00,0.802332018
2/9/2018 1:00,0.860751215
2/9/2018 2:00,0.896795241
