TIMESTAMP,FORECAST
20180201 01:00,0.839656567
20180201 02:00,0.839656567
20180201 03:00,0.807896976
20180201 04:00,0.766913737
20180201 05:00,0.773982563
20180201 06:00,0.776313344
20180201 07:00,0.776437357
20180201 08:00,0.755948211
20180201 09:00,0.750704919
20180201 10:00,0.769111347
20180201 11:00,0.781912172
20180201 12:00,0.792573848
20180201 13:00,0.813145302
20180201 14:00,0.814929432
20180201 15:00,0.823647136
20180201 16:00,0.886562236
20180201 17:00,0.802475203
20180201 18:00,0.64409823
20180201 19:00,0.495983285
20180201 20:00,0.507712014
20180201 21:00,0.538097564
20180201 22:00,0.564019539
20180201 23:00,0.583687724
20180202 00:00,0.585037077
20180202 01:00,0.529165062
20180202 02:00,0.478557435
20180202 03:00,0.377318743
20180202 04:00,0.393690714
20180202 05:00,0.457234637
20180202 06:00,0.577820692
20180202 07:00,0.631683059
20180202 08:00,0.653899417
20180202 09:00,0.785392122
20180202 10:00,0.690549231
20180202 11:00,0.635867882
20180202 12:00,0.587796954
20180202 13:00,0.558483333
20180202 14:00,0.45404202
20180202 15:00,0.414025143
20180202 16:00,0.38907486
20180202 17:00,0.34041045
20180202 18:00,0.339252462
20180202 19:00,0.356486528
20180202 20:00,0.27623955
20180202 21:00,0.244125889
20180202 22:00,0.226812109
20180202 23:00,0.20889586
20180203 00:00,0.15867772
20180203 01:00,0.114028041
20180203 02:00,0.111344795
20180203 03:00,0.040533279
20180203 04:00,0.158623628
20180203 05:00,0.172171591
20180203 06:00,0.136218181
20180203 07:00,0.15642795
20180203 08:00,0.131465071
20180203 09:00,0.204051421
20180203 10:00,0.203048576
20180203 11:00,0.254188935
20180203 12:00,0.241192435
20180203 13:00,0.239893432
20180203 14:00,0.259221432
20180203 15:00,0.257277322
20180203 16:00,0.178194614
20180203 17:00,0.228160482
20180203 18:00,0.344347136
20180203 19:00,0.350421154
20180203 20:00,0.426296468
20180203 21:00,0.497228418
20180203 22:00,0.597229973
20180203 23:00,0.599876783
20180204 00:00,0.557305761
20180204 01:00,0.575866811
20180204 02:00,0.606361149
20180204 03:00,0.58653168
20180204 04:00,0.570483926
20180204 05:00,0.534244407
20180204 06:00,0.576912546
20180204 07:00,0.587816198
20180204 08:00,0.596203833
20180204 09:00,0.597273963
20180204 10:00,0.588886074
20180204 11:00,0.566114888
20180204 12:00,0.505456888
20180204 13:00,0.468857329
20180204 14:00,0.463152209
20180204 15:00,0.449568081
20180204 16:00,0.403609792
20180204 17:00,0.432469892
20180204 18:00,0.39637397
20180204 19:00,0.350678425
20180204 20:00,0.31645973
20180204 21:00,0.275859531
20180204 22:00,0.257461391
20180204 23:00,0.260488523
20180205 00:00,0.272929068
20180205 01:00,0.162422068
20180205 02:00,0.140286472
20180205 03:00,0.16406045
20180205 04:00,0.147910574
20180205 05:00,0.142567962
20180205 06:00,0.132120373
20180205 07:00,0.154289292
20180205 08:00,0.170302781
20180205 09:00,0.186029229
20180205 10:00,0.143413522
20180205 11:00,0.114306774
20180205 12:00,0.067320132
20180205 13:00,0.050334406
20180205 14:00,0.057577981
20180205 15:00,0.055290381
20180205 16:00,0.034662167
20180205 17:00,0.02867366
20180205 18:00,0.061807754
20180205 19:00,0.077337416
20180205 20:00,0.105853301
20180205 21:00,0.08330235
20180205 22:00,0.075995675
20180205 23:00,0.080420042
20180206 00:00,0.061734301
20180206 01:00,0.078332517
20180206 02:00,0.089162457
20180206 03:00,0.038152722
20180206 04:00,0.083830918
20180206 05:00,0.083055101
20180206 06:00,0.081979491
20180206 07:00,0.126670386
20180206 08:00,0.135093833
20180206 09:00,0.144042606
20180206 10:00,0.128421304
20180206 11:00,0.178380314
20180206 12:00,0.230173784
20180206 13:00,0.257871522
20180206 14:00,0.302724996
20180206 15:00,0.381743502
20180206 16:00,0.48217194
20180206 17:00,0.326502585
20180206 18:00,0.228441261
20180206 19:00,0.089706674
20180206 20:00,0.070061117
20180206 21:00,0.125720254
20180206 22:00,0.148185387
20180206 23:00,0.211159085
20180207 00:00,0.401213776
20180207 01:00,0.279679644
20180207 02:00,0.104302298
20180207 03:00,0.188386468
20180207 04:00,0.188461642
20180207 05:00,0.227687656
20180207 06:00,0.309484558
20180207 07:00,0.354678483
20180207 08:00,0.384105191
20180207 09:00,0.364597697
20180207 10:00,0.396097593
20180207 11:00,0.400597514
20180207 12:00,0.375212301
20180207 13:00,0.469258658
20180207 14:00,0.43554233
20180207 15:00,0.31744229
20180207 16:00,0.290314865
20180207 17:00,0.360314259
20180207 18:00,0.342264761
20180207 19:00,0.366037565
20180207 20:00,0.397949596
20180207 21:00,0.469434691
20180207 22:00,0.367162434
20180207 23:00,0.425409125
20180208 00:00,0.484417868
20180208 01:00,0.573068808
20180208 02:00,0.687669134
20180208 03:00,0.706428246
20180208 04:00,0.712948983
20180208 05:00,0.734521198
20180208 06:00,0.727218836
20180208 07:00,0.711907745
20180208 08:00,0.705831062
20180208 09:00,0.682295947
20180208 10:00,0.699088574
20180208 11:00,0.694449608
20180208 12:00,0.702043495
20180208 13:00,0.749096572
20180208 14:00,0.75489418
20180208 15:00,0.777909696
20180208 16:00,0.734025902
20180208 17:00,0.767314626
20180208 18:00,0.783478821
20180208 19:00,0.79969018
20180208 20:00,0.770851025
20180208 21:00,0.761465907
20180208 22:00,0.768257215
20180208 23:00,0.849951063
20180209 00:00,0.802332018
20180209 01:00,0.860751215
20180209 02:00,0.896795241
20180209 03:00,0.884855381
20180209 04:00,0.920258931
20180209 05:00,0.913520153
20180209 06:00,0.903061126
20180209 07:00,0.871984936
20180209 08:00,0.871187359
20180209 09:00,0.88831215
20180209 10:00,0.880563132
20180209 11:00,0.864202713
20180209 12:00,0.863246947
20180209 13:00,0.82971426
20180209 14:00,0.836861428
20180209 15:00,0.860739182
20180209 16:00,0.845711366
20180209 17:00,0.83893996
20180209 18:00,0.82643085
20180209 19:00,0.816881722
20180209 20:00,0.796757773
20180209 21:00,0.773007206
20180209 22:00,0.717000923
20180209 23:00,0.597557575
20180210 00:00,0.509016556
20180210 01:00,0.644566278
20180210 02:00,0.693657865
20180210 03:00,0.693844375
20180210 04:00,0.692658381
20180210 05:00,0.734229011
20180210 06:00,0.77390801
20180210 07:00,0.73466362
20180210 08:00,0.705892979
20180210 09:00,0.69456911
20180210 10:00,0.69334851
20180210 11:00,0.652548421
20180210 12:00,0.653872537
20180210 13:00,0.667349523
20180210 14:00,0.616052922
20180210 15:00,0.653365042
20180210 16:00,0.700027437
20180210 17:00,0.672989228
20180210 18:00,0.715274428
20180210 19:00,0.803796073
20180210 20:00,0.827529293
20180210 21:00,0.821945475
20180210 22:00,0.863237417
20180210 23:00,0.905099047
20180211 00:00,0.936483779
20180211 01:00,0.947994072
20180211 02:00,0.942212488
20180211 03:00,0.968858747
20180211 04:00,0.901246206
20180211 05:00,0.899846412
20180211 06:00,0.90094507
20180211 07:00,0.931898808
20180211 08:00,0.965111436
20180211 09:00,0.990381623
20180211 10:00,1.022346167
20180211 11:00,0.969070745
20180211 12:00,0.934080011
20180211 13:00,0.97328631
20180211 14:00,0.999314903
20180211 15:00,0.976263428
20180211 16:00,0.983247862
20180211 17:00,0.991149166
20180211 18:00,0.997833041
20180211 19:00,0.993657482
20180211 20:00,0.999777324
20180211 21:00,0.977662638
20180211 22:00,0.927090138
20180211 23:00,1.017307537
20180212 00:00,0.977562054
20180212 01:00,1.002901579
20180212 02:00,1.006011426
20180212 03:00,0.970627416
20180212 04:00,0.90514246
20180212 05:00,0.903298226
20180212 06:00,0.926030732
20180212 07:00,0.936669972
20180212 08:00,0.912888046
20180212 09:00,0.911307677
20180212 10:00,0.894770166
20180212 11:00,0.879928647
20180212 12:00,0.8921683
20180212 13:00,0.854570911
20180212 14:00,0.807030209
20180212 15:00,0.783238753
20180212 16:00,0.754937868
20180212 17:00,0.695521296
20180212 18:00,0.639909664
20180212 19:00,0.544901194
20180212 20:00,0.44712707
20180212 21:00,0.506473779
20180212 22:00,0.567415484
20180212 23:00,0.594542628
20180213 00:00,0.541248156
20180213 01:00,0.499778656
20180213 02:00,0.426880578
20180213 03:00,0.450100582
20180213 04:00,0.482873905
20180213 05:00,0.450182192
20180213 06:00,0.472484464
20180213 07:00,0.461199432
20180213 08:00,0.500301136
20180213 09:00,0.573811825
20180213 10:00,0.583112222
20180213 11:00,0.63033438
20180213 12:00,0.665513665
20180213 13:00,0.579517552
20180213 14:00,0.582955465
20180213 15:00,0.597930317
20180213 16:00,0.592022777
20180213 17:00,0.612678517
20180213 18:00,0.652325183
20180213 19:00,0.636094747
20180213 20:00,0.60282573
20180213 21:00,0.619159646
20180213 22:00,0.604920219
20180213 23:00,0.595886677
20180214 00:00,0.537056733
20180214 01:00,0.662213133
20180214 02:00,0.643696894
20180214 03:00,0.689008162
20180214 04:00,0.676524888
20180214 05:00,0.69102503
20180214 06:00,0.692092023
20180214 07:00,0.719505232
20180214 08:00,0.734239493
20180214 09:00,0.768011501
20180214 10:00,0.813760192
20180214 11:00,0.847468593
20180214 12:00,0.866737483
20180214 13:00,0.867679825
20180214 14:00,0.912733365
20180214 15:00,0.921821776
